DATA,ORDEM,TIPO_DE_AT,APARELHO,MARCA,TECNICO,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO
02-08-2022,270,GB,Robo,Wap,Matheus/Gabriel,Concluído,19-02-2022,24-02-2022,03-04-2022,Sim
02-08-2022,271,FB,Robo,Wap,Matheus,Concluído,0,03-01-2022,26-03-2022,Sim
02-09-2022,272,FB,Robo,Wap,Thiago/Gabriel,Concluído,0,16-02-2022,19-02-2022,Sim
02-09-2022,273,FB,Micro-Ondas,Midea,Luiz,Concluído,0,15-02-2022,03-03-2022,Sim
02-09-2022,274,GB,Micro-Ondas,Midea,Luiz,Concluído,0,23-02-2022,03-04-2022,Sim
02-09-2022,275,FB,Fritadeira,Midea,Luiz,DESCARTE,0,0,08-10-2022,Não
02-09-2022,276,GON,Refrigerador,Panasonic,,CANCELADO,0,0,18-02-2022,Não
02-09-2022,277,GB,Robo,Wap,Thiago/Gabriel,Concluído,19-02-2022,25-02-2022,03-02-2022,Sim
02-10-2022,278,GB,Micro-Ondas,Midea,Luiz,Concluído,0,15-02-2022,17-02-2022,Sim
02-10-2022,279,FB,Robo,Wap,,,0,0,0,Não
02-10-2022,280,FB,Purificador,Midea,Luiz,Concluído,0,24-02-2022,03-02-2022,Sim
02-10-2022,281,FB,Robo,Wap,Matheus/Luiz,DESCARTE,0,0,08-10-2022,Não
02-10-2022,282,GON,Lavadora,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
02-10-2022,283,FB,Refrigerador,Panasonic,Cvg/Ramon,Concluído,0,0,04-04-2022,Sim
02-11-2022,284,GB,Robo,Midea,Thiago,Concluído,0,17-02-2022,21-02-2022,Sim
02-12-2022,285,GB,Robo,Wap,Thiago,Concluído,19-02-2022,22-02-2022,26-02-2022,Sim
02-12-2022,286,FB,Ar Portatil,Wap,Carlos,Concluído,0,22-02-2022,25-02-2022,Sim
02-12-2022,287,FB,Robo,Wap,Thiago,SEM CONSERTO,0,0,24-03-2022,Não
02-12-2022,288,GB,Robo,Wap,Carlos,Concluído,0,02-12-2022,02-12-2022,Sim
02-12-2022,289,GB,Robo,Wap,Thiago/Gabriel,Concluído,0,22-02-2022,03-01-2022,Sim
14-02-2022,290,FON,Lavadora,Panasonic,,CANCELADO,0,0,04-12-2022,Não
14-02-2022,291,GB,Robo,Wap,Matheus,Concluído,04-01-2022,04-04-2022,04-07-2022,Sim
14-02-2022,292,GB,Robo,Wap,Matheus/Luiz,Concluído,23-02-2022,28-02-2022,03-03-2022,Sim
14-02-2022,293,FON,Refrigerador,Panasonic,,,0,0,0,Não
14-02-2022,294,GB,Micro-Ondas,Midea,Luiz,Concluído,0,03-01-2022,0,Não
15-02-2022,295,GB,Robo,Wap,Matheus/Gabriel,Concluído,24-02-2022,03-02-2022,02-09-2022,Sim
15-02-2022,296,GB,Aspirador,Wap,,,0,0,0,Não
15-02-2022,297,FB,Micro-Ondas,Midea,Luan,Concluído,0,05-02-2022,26-05-2022,Sim
16-02-2022,298,GB,Aspirador,Midea,Concluido,Concluído,03-07-2022,03-08-2022,03-12-2022,Sim
16-02-2022,299,GON,Refrigerador,Panasonic,Cvg,Concluído,0,19-03-2022,19-03-2022,Sim
16-02-2022,300,FON,Refrigerador,Panasonic,Cvg,Concluído,0,0,22-08-2022,Sim
16-02-2022,301,GB,Robo,Wap,Matheus,Concluído,0,04-12-2022,04-12-2022,Sim
16-02-2022,302,GB,Aspirador,Wap,Matheus,Concluído,0,18-03-2022,22-03-2022,Sim
16-02-2022,303,FON,Lavadora,Panasonic,,,0,0,0,Não
17-02-2022,304,FON,Refrigerador,Panasonic,,CANCELADO,0,0,17-02-2022,Não
17-02-2022,305,GB,Robo,Wap,Luiz,Concluído,03-07-2022,03-08-2022,16-03-2022,Sim
17-02-2022,306,GON,Lava E Seca,Midea,Cvg,Concluído,0,03-08-2022,03-08-2022,NÃO
17-02-2022,307,GON,Lavadora,Panasonic,Cvg,Concluído,0,03-09-2022,03-09-2022,Sim
17-02-2022,308,FB,Fritadeira,Midea,Luiz,Concluído,0,21-02-2022,0,Sim
17-02-2022,309,GB,Robo,Midea,Luiz,Concluído,0,28-02-2022,03-02-2022,Sim
17-02-2022,310,GON,Ar Condicionado,Elgin,,,0,0,0,Não
17-02-2022,311,GB,Aspirador,Wap,Luiz,SEM CONSERTO,0,0,17-03-2022,Não
18-02-2022,312,FON,Ar Condicionado,Daikin,Cvg,Concluído,0,29-04-2022,29-04-2022,Sim
18-02-2022,313,FB,Robo,Wap,Luiz,SEM CONSERTO,0,0,04-07-2022,NÃO
18-02-2022,314,FB,Robo,Wap,Luiz,Concluído,0,24-02-2022,25-02-2022,Sim
18-02-2022,315,GB,Refrigerador,Panasonic,Ramon,Concluído,22-03-2022,20-05-2022,06-07-2022,Sim
19-02-2022,316,GON,Refrigerador,Panasonic,,CANCELADO,0,0,0,NÃO
19-02-2022,317,GB,Robo,Wap,Matheus,Concluído,15-03-2022,0,19-03-2022,Sim
19-02-2022,318,GB,Aspirador,Wap,Matheus,Concluído,0,03-04-2022,03-05-2022,Sim
21-02-2022,319,GON,Refrigerador,Panasonic,Cvg,Concluído,0,19-03-2022,19-03-2022,Sim
21-02-2022,320,GB,Robo,Wap,Luiz,Concluído,0,22-02-2022,25-02-2022,Sim
21-02-2022,321,GB,Aspirador,Wap,Matheus,Concluído,03-08-2022,22-03-2022,23-03-2022,Sim
,322,GB,Robo,Wap,Thiago,Concluído,0,03-08-2022,03-10-2022,Sim
21-02-2022,323,GB,Robo,Wap,Thiago,SEM DEFEITO,0,0,26-03-2022,Não
21-02-2022,324,GON,Lavadora,Panasonic,Cvg,Concluído,03-12-2022,23-03-2022,23-03-2022,Sim
22-02-2022,325,GB,Robo,Wap,Matheus,Concluído,0,22-02-2022,23-02-2022,Sim
22-02-2022,326,GB,Robo,Wap,Thiago,Concluído,03-07-2022,03-08-2022,15-03-2022,Sim
22-02-2022,327,GON,Refrigerador,Panasonic,Cvg,Concluído,0,03-09-2022,03-09-2022,Sim
22-02-2022,328,GB,Robo,Wap,Thiago,Concluído,0,03-09-2022,03-11-2022,Sim
23-02-2022,329,GB,Micro-Ondas,Midea,Luiz,Concluído,0,03-01-2022,03-04-2022,Sim
23-02-2022,330,GB,Micro-Ondas,Midea,Luiz,Concluído,0,03-08-2022,23-03-2022,Sim
23-02-2022,331,GB,Refrigerador,Panasonic,Ramon,Concluído,22-03-2022,19-04-2022,27-04-2022,Sim
23-02-2022,332,FON,Lavadora,Panasonic,Ramon,Concluído,0,13-04-2022,18-04-2022,Sim
23-02-2022,333,GB,Fritadeira,Midea,Luiz,Concluído,0,23-02-2022,25-02-2022,Sim
23-02-2022,334,GON,Refrigerador,Panasonic,,CANCELADA,0,0,25-03-2022,NÃO
23-02-2022,335,FB,Micro-Ondas,Midea,Luiz,SEM CONSERTO,0,0,03-10-2022,Não
23-02-2022,336,GON,Refrigerador,Panasonic,Ramon,Concluído,20-04-2022,25-04-2022,25-04-2022,Sim
23-02-2022,337,FB,Robo,Wap,Matheus/Thiago,Concluído,0,15-03-2022,18-03-2022,Sim
23-02-2022,338,GB,Robo,Wap,Matheus/Thiago,Concluído,03-07-2022,03-11-2022,17-03-2022,Sim
23-02-2022,339,GB,Robo,Wap,Matheus/Thiago,Concluído,03-07-2022,03-10-2022,14-03-2022,Sim
23-02-2022,340,FB,Aspirador,Midea,Thiago,SEM CONSERTO,0,0,03-07-2022,NÃO
23-02-2022,341,GB,Robo,Wap,Gabriel,Concluído,0,03-03-2022,15-03-2022,Sim
23-02-2022,342,GON,Refrigerador,Panasonic,Cvg,Concluído,0,26-03-2022,26-03-2022,Sim
25-02-2022,343,GB,Robo,Wap,Matheus/Thiago,Concluído,03-07-2022,03-11-2022,23-03-2022,Sim
25-02-2022,344,GB,Robo,Wap,Matheus/Thiago,Concluído,03-11-2022,15-03-2022,21-03-2022,Sim
25-02-2022,345,FB,Robo,Wap,Matheus/Thiago,Concluído,0,0,28-03-2022,Sim
25-02-2022,346,GB,Fritadeira,Midea,Luiz,Troca,0,0,23-03-2022,Não
25-02-2022,347,FB,Robo,Midea,Robson,Concluído,0,24-06-2022,27-06-2022,Sim
26-02-2022,348,GB,Robo,Wap,Gabriel,Concluído,03-08-2022,04-01-2022,04-05-2022,Sim
28-02-2022,349,GON,Lavadora,Panasonic,Cvg,Concluído,0,18-03-2022,18-03-2022,Sim
28-02-2022,350,FON,Lavadora,Panasonic,Cvg,Concluído,0,18-03-2022,18-03-2022,Sim
28-02-2022,351,GB,Robo,Midea,Thiago,SEM DEFEITO,0,0,03-09-2022,NÃO
28-02-2022,352,FB,Robo,Wap,,CANCELADO,0,0,28-02-2022,NÃO
28-02-2022,353,GON,Refrigerador,Panasonic,Cvg,CANCELADO,0,0,0,NÃO
03-01-2022,354,GON,Refrigerador,Panasonic,Cvg,Concluído,0,18-03-2022,18-03-2022,Sim
03-02-2022,355,GON,Refrigerador,Panasonic,,CANCELADO,0,0,18-03-2022,Não
03-02-2022,356,GON,Refrigerador,Panasonic,,,0,0,0,Não
03-02-2022,357,GS,Ar Condicionado,Midea,,CANCELADO,0,0,0,NÃO
03-02-2022,358,GS,Climatização,Midea,Luiz,SEM DEFEITO,0,0,03-08-2022,Não
03-02-2022,359,GB,Robo,Wap,Gabriel,Concluído,0,03-10-2022,15-03-2022,Sim
03-02-2022,360,FB,Ar Portatil,Komeco,Ramon,SEM CONSERTO,0,0,16-03-2022,NÃO
03-03-2022,361,GB,Robo,Wap,Thiago,Concluído,0,18-03-2022,23-03-2022,Sim
03-03-2022,362,FON,Ar Condicionado,Fujitsu,Ramon,Concluído,0,15-03-2022,15-03-2022,Sim
03-03-2022,363,FB,Robo,Midea,Gabriel,Concluído,0,15-03-2022,25-03-2022,Sim
03-03-2022,364,FB,Purificador,Midea,Luiz,Concluído,0,28-03-2022,29-03-2022,Sim
03-03-2022,365,GB,Robo,Wap,Gabriel,Concluído,15-03-2022,17-03-2022,21-03-2022,Sim
03-03-2022,366,GON,Congelador Horizontal,Midea,Cvg,REEMBOLSO,0,0,17-06-2022,Não
03-04-2022,367,FB,Robo,Midea,Gabriel,Concluído,0,18-03-2022,26-03-2022,Sim
03-04-2022,368,GB,Robo,Wap,Gabriel,Concluído,16-03-2022,17-03-2022,22-03-2022,Sim
03-04-2022,369,FB,Purificador,Midea,Luiz,Concluído,0,04-05-2022,18-04-2022,Sim
03-04-2022,370,FB,Robo,Wap,Gabriel,Concluído,0,14-03-2022,18-03-2022,Sim
03-04-2022,371,FON,Lavadora,Panasonic,Cvg,Concluído,0,03-09-2022,03-09-2022,Sim
03-04-2022,372,GON,Lava Louça,Panasonic,,CANCELADO,0,0,04-01-2022,Não
03-05-2022,373,GB,Robo,Wap,Gabriel,Concluído,16-03-2022,0,28-03-2022,Sim
03-05-2022,374,FB,Purificador,Midea,Descarte,,0,0,0,Não
03-05-2022,375,FON,Ar Condicionado,Midea,Cvg,Concluído,0,03-08-2022,03-08-2022,Sim
03-07-2022,376,FON,Ar Condicionado,Midea,Danilo,Concluído,0,16-03-2022,16-03-2022,Sim
03-07-2022,377,FON,Lavadora,Panasonic,,CANCELADO,0,0,0,NÃO
03-07-2022,378,GB,Robo,Wap,Gabriel,Concluído,03-11-2022,14-03-2022,16-03-2022,Sim
03-07-2022,379,FB,Robo,Wap,Gabriel,Concluído,0,21-03-2022,23-03-2022,Sim
03-07-2022,380,GON,Lavadora,Panasonic,Ramon,Concluído,28-03-2022,19-03-2022,19-03-2022,Sim
03-08-2022,381,GB,Robo,Wap,Thiago,Concluído,0,17-03-2022,22-03-2022,Sim
03-08-2022,382,GB,Robo,Midea,Thiago,SEM DEFEITO,0,0,04-06-2022,Não
03-08-2022,383,FON,Ar Condicionado,,,,0,0,0,Não
03-08-2022,384,GB,Panela,Midea,Luiz,15/03/2022,0,17-03-2022,17-03-2022,Sim
03-08-2022,385,GB,Robo,Midea,Thiago,16/03/2022,0,23-03-2022,05-03-2022,Sim
03-08-2022,386,FB,Climatizador,Midea,Luiz,Concluído,0,05-06-2022,18-05-2022,Sim
03-08-2022,387,FB,Aspirador,Midea,,,0,0,0,Não
03-08-2022,388,GB,Robo,Wap,Gabriel,Concluído,0,04-01-2022,04-04-2022,Sim
03-09-2022,389,GB,Robo,Wap,Gabriel,Concluído,19-03-2022,23-03-2022,24-03-2022,Sim
03-09-2022,390,GON,Lavadora,Panasonic,,CANCELADA,0,0,04-01-2022,NÃO
03-09-2022,391,GB,Robo,Wap,Gabriel,Concluído,19-03-2022,23-03-2022,24-03-2022,Sim
03-09-2022,392,FB,Controles,Springer,Cvg,SEM DEFEITO,0,0,03-11-2022,Não
03-09-2022,393,FB,Aspirador,Midea,Thiago,Concluído,0,28-03-2022,04-01-2022,Sim
03-09-2022,394,FB,Robo,Wap,Matheus,18/03/2022,0,29-03-2022,30-03-2022,Sim
03-09-2022,395,FON,Refrigerador,Panasonic,,CANCELADO,0,0,18-03-2022,Não
03-10-2022,396,GB,Robo,Wap,Luiz,Concluído,04-01-2022,04-05-2022,06-03-2022,Sim
03-11-2022,397,GB,Robo,Wap,Gabriel,Concluído,22-03-2022,23-03-2022,0,Sim
03-11-2022,398,FB,Ar Portatil,Midea,Ramon,Concluído,0,04-06-2022,04-08-2022,Sim
03-11-2022,399,GON,Lavadora,Panasonic,,CANCELADO,0,0,18-03-2022,Não
03-11-2022,400,GON,Refrigerador,Panasonic,Cvg,Concluído,0,13-04-2022,13-04-2022,Sim
03-12-2022,401,FB,Robo,Wap,Luiz,Concluído,0,17-03-2022,17-03-2022,Sim
03-12-2022,402,GB,Climatizador,Midea,Luiz,SEM DEFEITO,0,0,26-03-2022,Não
03-12-2022,403,GB,Aspirador,Midea,Thiago,Concluído,25-03-2022,29-03-2022,04-01-2022,Sim
03-12-2022,404,GB,Robo,Wap,Matheus,Concluído,0,24-03-2022,25-03-2022,Sim
14-03-2022,405,GB,Aspirador,Wap,Matheus,Concluído,0,27-04-2022,0,Não
14-03-2022,406,GB,Robo,Wap,Matheus,SEM DEFEITO,0,0,25-03-2022,NÃO
14-03-2022,407,GB,Robo,Wap,Matheus,Concluído,0,23-03-2022,28-03-2022,Sim
14-03-2022,408,GB,Refrigerador,Panasonic,Cvg,Concluído,04-04-2022,26-03-2022,26-03-2022,Sim
14-03-2022,409,GB,Robo,Wap,Matheus,Concluído,0,23-03-2022,25-03-2022,Sim
15-03-2022,410,GB,Robo,Wap,Matheus,Concluído,04-01-2022,04-09-2022,04-09-2022,Sim
15-03-2022,411,FON,Lavadora,Panasonic,,CANCELADO,0,0,04-01-2022,NÃO
15-03-2022,412,GB,Lavadora,Panasonic,Ramon,SEM DEFEITO,0,26-03-2022,30-03-2022,NÃO
15-03-2022,413,GS,Ar Condicionado,Midea,Ramon,SEM DEFEITO,0,0,15-03-2022,NÃO
15-03-2022,414,FON,Ar Condicionado,Midea,,CANCELADO,0,0,0,NÃO
15-03-2022,415,GB,Fritadeira,Midea,Luiz,Concluído,0,04-04-2022,04-04-2022,Sim
15-03-2022,416,GS,Robo,Wap,Luiz,SEM DEFEITO,0,0,23-03-2022,Não
16-03-2022,417,GB,Robo,Wap,Thiago,Concluído,04-01-2022,04-02-2022,04-07-2022,Sim
16-03-2022,418,GB,Robo,Wap,Thiago,Concluído,25-03-2022,26-03-2022,04-01-2022,Sim
16-03-2022,419,GB,Aspirador,Wap,Matheus,Concluído,25-03-2022,28-03-2022,04-02-2022,Sim
16-03-2022,420,GON,Refrigerador,Panasonic,Ramon,Concluído,24-03-2022,17-03-2022,17-03-2022,Sim
17-03-2022,421,GB,Robo,Wap,Thiago,Concluído,25-03-2022,26-03-2022,06-10-2022,Sim
17-03-2022,422,GB,Cooktop,Midea,Cvg,SEM ANÁLISE,0,0,19-03-2022,Não
17-03-2022,423,FB,Robo,Wap,Gabriel,Concluído,0,29-03-2022,04-07-2022,Sim
17-03-2022,424,FB,Aspirador,Midea,Thiago,Concluído,0,28-03-2022,31-03-2022,Sim
18-03-2022,425,FON,Lavadora,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
18-03-2022,426,GON,Refrigerador,Panasonic,Cvg,Concluído,0,19-03-2022,19-03-2022,Sim
18-03-2022,427,GB,Frigobar,Midea,Ramon,Concluído,0,22-03-2022,25-03-2022,Sim
18-03-2022,428,FON,Ar Condicionado,Daikin,,CANCELADO,0,0,04-01-2022,NÃO
19-03-2022,429,FB,Robo,Wap,Matheus,SEM CONSERTO,0,20-04-2022,20-04-2022,NÃO
19-03-2022,430,FON,Lavadora,Panasonic,Ramon,Concluído,0,05-06-2022,05-06-2022,Sim
19-03-2022,431,FB,Robo,Wap,Matheus,Concluído,0,28-03-2022,31-03-2022,Sim
19-03-2022,432,GB,Robo,Wap,Thiago,Concluído,04-01-2022,04-02-2022,04-04-2022,Sim
19-03-2022,433,FB,Robo,Neonato,,,0,0,0,Não
19-03-2022,434,GB,Robo,Wap,Gabriel/Thiago,Concluído,04-01-2022,04-12-2022,23-04-2022,Sim
19-03-2022,435,GON,Lavadora,Panasonic,Ramon,Concluído,20-04-2022,04-05-2022,04-05-2022,Sim
19-03-2022,436,GON,Refrigerador,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
21-03-2022,437,GON,Refrigerador,Panasonic,Ramon,Concluído,0,04-08-2022,04-08-2022,Sim
21-03-2022,438,GON,Lavadora,Panasonic,Cvg,Concluído,0,27-04-2022,27-04-2022,Sim
21-03-2022,439,GON,Lavadora,Midea,,CANCELADA,0,0,22-03-2022,NÃO
21-03-2022,440,GON,Lavadora,Panasonic,Ramon,Concluído,0,04-12-2022,04-12-2022,Sim
21-03-2022,441,GON,Lavadora,Midea,Cvg / Ramon,Concluído,27-04-2022,05-03-2022,05-03-2022,Sim
21-03-2022,442,GON,Cooktop,Midea,Cvg,Concluído,0,23-03-2022,23-03-2022,NÃO
21-03-2022,443,GON,Lava E Seca,Midea,Cvg,Concluído,0,23-03-2022,23-03-2022,Sim
21-03-2022,444,GON,Lava Loucas,Midea,Cancelado,CANCELADO,0,0,0,NÃO
21-03-2022,445,GON,Lavadora,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
21-03-2022,446,GS,Refrigerador,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
21-03-2022,447,GON,Lava E Seca,Midea,,CANCELADO,0,0,0,NÃO
21-03-2022,448,FON,Lavadora,Panasonic,Cvg,Concluído,0,04-09-2022,04-09-2022,Sim
21-03-2022,449,FON,Refrigerador,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
22-03-2022,450,GB,Robo,Wap,Thiago,Concluído,0,04-02-2022,04-05-2022,Sim
22-03-2022,451,GB,Robo,Midea,Matheus,Concluído,0,26-03-2022,28-03-2022,Sim
22-03-2022,452,FB,Robo,Wap,Matheus,Concluído,0,04-01-2022,04-12-2022,Sim
22-03-2022,453,GB,Micro-Ondas,Midea,Luiz,Concluído,27-03-2022,28-04-2022,29-04-2022,Sim
22-03-2022,454,GB,Microondas,Midea,Luiz,Concluído,0,22-03-2022,29-03-2022,Sim
22-03-2022,455,FB,Micro-Ondas,Midea,Luiz,Concluído,0,04-01-2022,04-04-2022,Sim
22-03-2022,456,FB,Purificador,Midea,Luiz,Concluído,0,04-05-2022,05-06-2022,Sim
22-03-2022,457,FON,Ar Condicionado,Midea,Ramon,Concluído,0,05-09-2022,05-09-2022,Sim
23-03-2022,458,GB,Robo,Wap,Matheus,Concluído,0,26-03-2022,04-02-2022,Sim
23-03-2022,459,FB,Cooktop Indução,Midea,Luiz,Concluído,0,04-07-2022,04-07-2022,Sim
23-03-2022,460,GON,Refrigerador,Panasonic,,CANCELADO,0,0,04-01-2022,NÃO
23-03-2022,461,GON,Refrigerador,Panasonic,Cvg/Ramon,Concluído,05-03-2022,05-12-2022,05-12-2022,Sim
23-03-2022,462,GS,Ar Condicionado,Consul,Cvg,Concluído,0,04-01-2022,04-01-2022,Sim
23-03-2022,463,FON,Ar Condicionado,,,,0,0,0,Não
23-03-2022,464,GB,Robo,Midea,Gabriel/Thiago,Concluído,27-04-2022,28-04-2022,30-04-2022,Sim
23-03-2022,465,GB,Robo,Wap,Gabriel/Rocha,Concluído,04-01-2022,14-04-2022,20-04-2022,Sim
23-03-2022,466,GON,Refrigerador,Panasonic,Cvg,Concluído,0,26-03-2022,26-03-2022,Sim
23-03-2022,467,GON,Refrigerador,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
24-03-2022,468,GON,Lavadora,Panasonic,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
24-03-2022,469,FB,Climatizador Portatil,Elgin,Luiz,SEM CONSERTO,0,0,27-09-2022,Não
24-03-2022,470,GB,Robo,Wap,Matheus,28/03/2022,0,30-03-2022,31-03-2022,Sim
24-03-2022,471,GON,Lava E Seca,Midea,Cvg,Concluído,0,27-03-2022,27-03-2022,Sim
25-03-2022,472,GON,Lava E Seca,Midea,Cvg,SEM CONSERTO,0,04-09-2022,04-09-2022,Não
25-03-2022,473,GON,Refrigerador,Panasonic,Cvg,,04-04-2022,13-04-2022,13-04-2022,Sim
25-03-2022,474,GON,Microondas,Midea,Luiz,Concluído,0,04-01-2022,27-04-2022,Sim
25-03-2022,475,GB,Robo,Wap,Matheus,Concluído,0,30-03-2022,31-03-2022,Sim
25-03-2022,476,GB,Microondas,Midea,Luiz,Troca,13-06-2022,0,20-06-2022,NÃO
25-03-2022,477,GB,Lavadora,Panasonic,Ramon,SEM DEFEITO,0,23-04-2022,26-04-2022,Sim
25-03-2022,478,FON,Lavadora,Panasonic,Cvg,Concluído,0,26-03-2022,26-03-2022,Sim
25-03-2022,479,GB,Robo,Wap,Matheus,Concluído,0,29-04-2022,05-03-2022,Sim
25-03-2022,480,GON,Lavadora,Panasonic,Cvg,Concluído,0,04-01-2022,04-01-2022,Sim
25-03-2022,481,GB,Robo,Midea,Matheus,Concluído,0,04-06-2022,04-06-2022,Sim
25-03-2022,482,GON,Cooktop,Midea,Cvg,Concluído,0,28-03-2022,28-03-2022,Sim
25-03-2022,483,GON,Cooktop,Midea,,CANCELADO,0,0,0,NÃO
26-03-2022,484,GB,Robo,Wap,Matheus,Concluído,04-01-2022,04-04-2022,04-09-2022,Sim
26-03-2022,485,FON,Ar Condicionado,,Cvg,Concluído,0,26-03-2022,26-03-2022,Sim
,486,FB,Robo,Wap,Matheus,Concluído,0,04-04-2022,04-06-2022,Sim
28-03-2022,487,GON,Lavadora,Panasonic,Cvg,Concluído,0,04-08-2022,04-08-2022,Sim
28-03-2022,488,FON,Lavadora,Panasonic,Cvg,Concluído,0,05-03-2022,05-03-2022,Sim
28-03-2022,489,GON,Refrigerador,Panasonic,Cvg,Concluído,0,14-04-2022,14-04-2022,Sim
28-03-2022,490,FON,Refrigerador,Panasonic,Ramon/Cvg,SEM DEFEITO,0,0,04-04-2022,Não
28-03-2022,491,GB,Robo,Wap,Gabriel/Thiago,Concluído,04-07-2022,13-04-2022,13-04-2022,Sim
28-03-2022,492,GON,Refrigerador,Panasonic,Cvg/Ramon,Concluído,04-11-2022,20-04-2022,20-04-2022,Sim
28-03-2022,493,GB,Frigobar,Midea,Ramon,SEM DEFEITO,0,0,04-05-2022,Não
28-03-2022,494,FON,Ar Condicionado,Electrolux,Ramon,Concluído,0,04-06-2022,04-06-2022,Sim
28-03-2022,495,FON,Ar Condicionado,,,,0,0,0,Não
29-03-2022,496,FON,Lavadora,Panasonic,Ramon,Concluído,0,04-11-2022,04-11-2022,Sim
29-03-2022,497,FB,Robo,Wap,,,0,0,0,Não
29-03-2022,498,GON,Refrigerador,Panasonic,Cvg,TROCA NA LOJA,0,0,14-06-2022,NÃO
30-03-2022,499,GON,Refrigerador,Panasonic,Ramon,Concluído,30-05-2022,05-02-2022,05-02-2022,Sim
30-03-2022,500,GON,Refrigerador,Panasonic,Ramon,Concluído,20-05-2022,25-05-2022,25-05-2022,Sim
30-03-2022,501,GB,Robo,Wap,Thiago,Concluído,0,04-05-2022,04-12-2022,Sim
30-03-2022,502,GB,Microondas,Toshiba,Luiz,Concluído,0,04-04-2022,04-06-2022,Sim
30-03-2022,503,GB,Microondas,Midea,Luiz,Concluído,0,04-02-2022,27-04-2022,Sim
30-03-2022,504,GB,Robo,Midea,Gabriel/Rocha,Troca,30-06-2022,0,07-04-2022,Não
30-03-2022,505,FON,Lavadora,Panasonic,Ramon,Concluído,0,04-01-2022,04-01-2022,Sim
31-03-2022,506,GB,Robo,Wap,Matheus,Concluído,0,04-09-2022,13-04-2022,Sim
31-03-2022,507,GB,Micro-Ondas,Midea,Luiz,Concluído,0,02-04-2022,04-07-2022,Sim
31-03-2022,508,GON,Frigobar,Midea,Ramon,Concluído,0,04-01-2022,04-01-2022,Sim
31-03-2022,509,GON,Refrigerador,Panasonic,Ramon,Concluído,0,25-04-2022,25-04-2022,Sim
31-03-2022,510,GB,Robo,Wap,Matheus,Concluído,0,04-06-2022,04-11-2022,Sim
31-03-2022,511,FON,Refrigerador,Panasonic,,CANCELADO,0,0,04-12-2022,NÃO
31-03-2022,512,GB,Robo,Wap,Matheus,Concluído,04-07-2022,22-04-2022,27-04-2022,Sim
04-01-2022,513,GON,Lava E Seca,Midea,Ramon,Concluído,27-04-2022,05-03-2022,05-03-2022,Sim
04-01-2022,514,FON,Lavadora,Panasonic,,CANCELADO,0,0,04-12-2022,NÃO
04-01-2022,515,GB,Micro-Ondas,Midea,Luiz,Concluído,0,04-04-2022,14-04-2022,Sim
04-01-2022,516,GB,Robo,Wap,Rocha,Concluído,0,14-04-2022,05-12-2022,Sim
04-01-2022,517,GON,Lavadora,Panasonic,Ramon,Concluído,18-04-2022,23-04-2022,23-04-2022,Sim
04-02-2022,518,GON,Refrigerador,Panasonic,Cvg,Concluído,0,14-04-2022,14-04-2022,Sim
04-02-2022,519,GON,Refrigerador,Panasonic,Ramon/Cvg,Concluído,0,25-04-2022,25-04-2022,Sim
04-02-2022,520,FON,Lavadora,Panasonic,,CANCELADO,0,0,0,NÃO
04-02-2022,521,FON,Ar Condicionado,Midea,Ramon,Concluído,0,04-04-2022,04-04-2022,Sim
04-04-2022,522,FON,Ar Condicionado,Midea,,CANCELADO,0,0,0,NÃO
04-04-2022,523,GB,Robo,Wap,Luiz,Concluído,0,04-11-2022,14-04-2022,Sim
04-04-2022,524,FB,Robo,Wap,Luiz,Concluído,0,14-04-2022,14-04-2022,Sim
04-05-2022,525,FB,Ar Janela,Midea,Ramon,SEM CONSERTO,0,0,04-11-2022,NÃO
04-05-2022,526,GB,Robo,Midea,Luiz,Concluído,0,13-04-2022,29-04-2022,Sim
04-05-2022,527,GB,Robo,Wap,,,0,0,0,Não
04-05-2022,528,FON,Refrigerador,Panasonic,,CANCELADO,0,0,19-04-2022,Não
04-05-2022,529,GON,Cooktop,Midea,Cvg,Concluído,0,14-04-2022,14-04-2022,Sim
04-05-2022,530,FON,Lava E Seca,Midea,,CANCELADO,0,0,0,NÃO
04-05-2022,531,GB,Micro-Ondas,Midea,Luiz,Concluído,0,04-08-2022,19-04-2022,Sim
04-05-2022,532,FB,Robo,Wap,Luiz,Concluído,0,05-10-2022,06-08-2022,Sim
04-06-2022,533,FON,Lava E Seca,Midea,,,0,0,0,Não
04-06-2022,534,FON,Lava E Seca,Midea,,,0,0,0,Não
04-06-2022,535,GB,Fritadeira,Midea,Luiz,Concluído,0,13-04-2022,19-04-2022,Sim
04-06-2022,536,GON,Lavadora,Panasonic,Cvg,GARANTIA NEGADA,0,04-12-2022,02-12-2022,NÃO
04-06-2022,537,FB,Robo,Wap,Luiz,Concluído,0,26-04-2022,29-04-2022,Sim
