DATA,TIPO DE AT.,APARELHO,MARCA,TECNICO,STATUS,PEÇA RECEBIDA,PRONTO,SAÍDA,CONSERTADO?
24-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,10-04-2023,12-04-2023,12-04-2023,Sim
24-03-2023,FON,Arcondicionado,Philco,Osiel,Concluído,0,24-03-2023,24-03-2023,Sim
24-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,05-04-2023,05-04-2023,Sim
24-03-2023,GB,Robo,Wap,Matheus Rosa,Concluído,10-04-2023,10-04-2023,28-04-2023,Sim
24-03-2023,FON,Lava E Seca,Midea,0,Cancelado,0,0,31-03-2023,Não
24-03-2023,FB,Robo,Wap,Thiago,Concluído,0,06-04-2023,06-04-2023,Sim
24-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,03-04-2023,12-04-2023,12-04-2023,Sim
23-03-2023,FON,Lavadora,Panasonic,Cvg,Sem Conserto,0,0,28-03-2023,Não
24-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,28-03-2023,28-03-2023,Sim
24-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,10-04-2023,11-04-2023,18-04-2023,Sim
24-03-2023,FB,Climatizador,Midea,Thiago,Concluído,0,13-04-2023,14-04-2023,Sim
24-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,28-03-2023,28-03-2023,Sim
24-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
27-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,03-05-2023,03-05-2023,Sim
27-03-2023,FB ,Robo,Wap,0,0,0,0,0,0
27-03-2023,GB,Fritadeira,Midea,Thiago,Concluído,05-04-2023,20-04-2023,24-04-2023,Sim
27-03-2023,GB,Microondas,Midea,Matheus Leite,Concluído,17-04-2023,17-04-2023,19-04-2023,Sim
27-03-2023,GB,Robo,Midea,Matheus Rosa,Concluído,05-04-2023,06-04-2023,24-04-2023,Sim
27-03-2023,GB,Aspirador,Midea,Thiago,Concluído,31-03-2023,04-04-2023,04-04-2023,Sim
28-03-2023,FON,Frigobar,Midea,Brenno,Sem Conserto,0,0,27-04-2023,Não
28-03-2023,GS,Robo,Wap,Thiago,Concluído,0,05-06-2023,16-06-2023,Sim
28-03-2023,FON,Refrigerador,Panasonic,0,0,0,0,0,0
28-03-2023,GB,Robo,Wap,Thiago,Concluído,30-03-2023,03-04-2023,04-04-2023,Sim
28-03-2023,GB,Robo,Wap,Thiago,Concluído,04-04-2023,10-04-2023,11-04-2023,Sim
28-03-2023,GB,Aspirador,Midea,Bianca/Matheus Rosa,Concluído,19-04-2023,25-04-2023,12-05-2023,Sim
28-03-2023,GB,Robo,Midea,Mateus,Concluído,05-04-2023,06-04-2023,10-04-2023,Sim
28-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
28-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
28-03-2023,FB,Robo,Wap,Matheus Rosa,Concluído,0,13-04-2023,26-04-2023,Sim
28-03-2023,GON,Lava E Seca,Midea,0,Redirecionada,0,0,0,Não
29-03-2023,GON,Lava E Seca,Midea,Cvg,Troca,0,0,23-06-2023,Não
29-03-2023,GS,Purificador,Midea,Robson,Sem Defeito,0,27-04-2023,03-05-2023,0
29-03-2023,FB,Robo,Wap,Bianca/Matheus Rosa,Concluído,0,13-04-2023,11-05-2023,Sim
29-03-2023,FON,Condicionador De Ar,Lg,Brenno,Concluído,0,30-03-2023,30-03-2023,Sim
29-03-2023,FON,Lavadora,Panasonic,Cvg,Concluído,12-04-2023,14-04-2023,14-04-2023,Sim
29-03-2023,GON,Adega,Midea,Cvg,Concluído,0,05-04-2023,05-04-2023,Sim
0,FB,Robo,Wap,Bianca,Concluído,0,12-04-2023,02-05-2023,Sim
29-03-2023,GB,Ar Condicionado,Gree,Brenno / Robson,Concluído,0,0,23-06-2023,Sim
29-03-2023,GB,Micro-Ondas,Panasonic,Matheus Leite,Concluído,0,20-04-2023,02-05-2023,Sim
29-03-2023,FON,Lava E Secsa,Midea,0,0,0,0,0,0
30-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
30-03-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,01-04-2023,01-04-2023,Sim
30-03-2023,GON,Lavadora,Midea,Cvg,Concluído,05-04-2023,13-04-2023,13-04-2023,Sim
30-03-2023,GON,Evaporadora,Midea,0,Redirecionada,0,0,31-03-2023,Não
30-03-2023,FB,Robo,Midea,Bianca/Thiago,Concluído,0,18-04-2023,20-04-2023,Sim
30-03-2023,GB,Microondas,Panasonic,Matheus Leite,Concluído,10-04-2023,11-04-2023,12-04-2023,Sim
30-03-2023,GB,Robo,Wap,Thiago,Concluído,0,03-04-2023,02-05-2023,Sim
0,GON,Lava E Seca,Midea,Cvg,Concluído,0,01-04-2023,01-04-2023,Sim
30-03-2023,FON,Lavadora,Panasonic,Brenno/Cvg/Robson,Concluído,0,03-04-2023,03-04-2023,Sim
30-03-2023,FON ,Robo,Wap,Bianca,Sem Conserto,0,06-04-2023,10-04-2023,Não
30-03-2023,GS,Maquina De Lavar,Panasonic,Cvg,Concluído,0,31-03-2023,31-03-2023,Sim
31-03-2023,GON,0,0,0,0,0,0,0,0
31-03-2023,GON,Aspirador,Midea,Bianca/Matheus Ros,Concluído,11-04-2023,14-04-2023,19-04-2023,Sim
31-03-2023,GB,Robo,Wap,0,0,0,0,0,0
31-03-2023,FB,Robo,Midea,Thiago,Concluído,0,04-04-2023,05-04-2023,Sim
31-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,08-05-2023,08-05-2023,Sim
31-03-2023,GB,Microondas,Midea,Matheus Leite,Concluído,0,05-04-2023,12-04-2023,Sim
31-03-2023,FB,Robo,Wap,Bianca,Concluído,0,12-04-2023,19-04-2023,Sim
31-03-2023,FB,Robo,Wap,Bianca/Thiago,Concluído,0,28-04-2023,12-05-2023,Sim
31-03-2023,GB,Robo,Wap,Bianca,Concluído,06-04-2023,10-04-2023,18-04-2023,Sim
31-03-2023,GB,Robo,Wap,Bianca,Concluído,0,05-04-2023,12-04-2023,Sim
31-03-2023,GB,Microondas,Panasonic,Matheus Leite,Concluído,12-04-2023,14-04-2023,17-04-2023,Sim
03-04-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,12-04-2023,12-04-2023,Sim
03-04-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,05-04-2023,05-04-2023,Sim
03-04-2023,GON,Lava E Seca,Midea,Cvg,Concluído,29-03-2023,10-04-2023,10-04-2023,Sim
03-04-2023,FON,Refrigerador,Midea,0,Cancelado,0,0,04-04-2023,Não
03-04-2023,FB,Robo,Wap,Bianca,Concluído,0,06-04-2023,12-04-2023,Sim
03-04-2023,GON,Lava E Seca,Midea,Robson,Troca,31-03-2023,0,04-04-2023,Não
03-04-2023,GON,Lava E Seca,Midea,Cvg,Troca,31-03-2023,0,06-04-2023,Não
0,GB,Aspirador,Miedea,Matheus Rosa,Concluído,11-04-2023,14-04-2023,19-04-2023,Sim
03-04-2023,FB,Microondas,Midea,Matheus Leite,Concluído,0,19-04-2023,20-04-2023,Sim
03-04-2023,GON,Lava E Seca,Midea,Cvg / Matheus L / Brenno,Concluído,17-04-2023,19-04-2023,19-04-2023,Sim
03-04-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,26-04-2023,26-04-2023,Não
03-04-2023,FB,Robo,Wap,Bianca,Cancelado,0,0,10-04-2023,Não
0,GS,Robo,Wap,Bianca E Thiago,Concluído,0,17-04-2023,03-05-2023,Sim
03-04-2023,FB,Robo,Wap,Bianca/Matheus R/Thiago,Concluído,0,17-04-2023,14-06-2023,Sim
03-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
03-04-2023,FON,Refrigerador,Panasonic,0,Cancelado,0,0,05-04-2023,Não
03-04-2023,FON ,Lavadora,Panasonic,0,Cancelado,0,0,10-04-2023,Não
03-04-2023,GON ,Lava E Seca,Midea,Cvg,Concluído,17-04-2023,25-04-2023,25-04-2023,Sim
03-04-2023,GON ,Refrigerador,Panasonic,0,0,0,0,0,0
04-04-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
04-04-2023,GB,Robo,Wap,Matheus Ros/Bianca,Concluído,10-04-2023,11-04-2023,18-04-2023,Sim
04-04-2023,FON ,Robo,Wap,Matheus Rosa,Concluído,0,14-04-2023,24-04-2023,Sim
04-04-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,04-04-2023,Não
04-04-2023,GB,Robo,Wap,0,Sem Conserto,0,0,12-04-2023,Não
04-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,24-04-2023,28-04-2023,28-04-2023,Sim
04-04-2023,GB,Robo,Wap,0,0,0,0,0,0
04-04-2023,FB,Robo,Wap,Matheus Rosa/Thiago,Concluído,0,14-04-2023,20-04-2023,Sim
04-04-2023,GB,Robo,Midea,0,0,0,0,0,0
04-04-2023,GB,Aspirador,Midea,Matheus Rosa,Concluído,13-04-2023,17-04-2023,01-06-2023,Sim
04-04-2023,GON,Frigobar,Midea,Matheus / Brenno,Concluído,0,10-03-2023,20-04-2023,Sim
04-04-2023,GB,Robo,Wap,Matheus Rosa,Concluído,19-04-2023,24-04-2023,31-08-2023,Sim
04-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,04-04-2023,04-04-2023,Sim
04-04-2023,GON,Lava E Seca,Midea,Cvg / Brenno,Concluído,0,11-04-2023,11-04-2023,Sim
05-04-2023,GON,Lava E Seca,Midea,Cvg/Robson/Brenno,Concluído,05-05-2023,09-05-2023,09-05-2023,Sim
05-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,03-05-2023,04-05-2023,04-05-2023,Sim
05-04-2023,GON,Lava E Seca,Midea,0,0,0,0,0,0
05-04-2023,FB,Robo,Wap,Mateus Rosa,Concluído,0,19-04-2023,20-04-2023,Sim
05-04-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
05-04-2023,FB ,Climatizador,Midea,Thiago,Concluído,0,12-04-2023,18-04-2023,Sim
05-04-2023,GB,Robo,Wap,Matheus Rosa,Concluído,11-04-2023,20-04-2023,26-04-2023,Sim
05-04-2023,FON,Ar Condicionado,Midea,Cvg,Concluído,0,18-04-2023,18-04-2023,Sim
05-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
05-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,05-04-2023,05-03-2023,Sim
0,GON,Lavadora,Panasonic,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
06-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,27-04-2023,01-05-2023,01-05-2023,Sim
05-04-2023,FB,Ntb,Sti,Robson,Concluído,0,12-04-2023,20-04-2023,Sim
06-04-2023,GON,Lavadora,Panasonic,Cvg,Concluído,27-06-2023,13-04-2023,13-04-2023,Sim
06-04-2023,GB,Robo,Midea,Bianca,Concluído,0,11-04-2023,19-04-2023,Sim
06-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
06-04-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,06-04-2023,Não
06-04-2023,GS,Robo,Wap,Bianca,Concluído,0,06-04-2023,20-04-2023,Sim
06-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
06-04-2023,FON,Arcondicionado,Midea,0,0,0,0,0,0
06-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
06-04-2023,GS,Robo,Wap,Bianca,Concluído,0,18-04-2023,19-04-2023,Sim
09-04-2023,GS,Lavadora,Panasonic,Cvg,Concluído,0,10-04-2023,10-04-2023,Sim
10-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,19-04-2023,24-04-2023,24-04-2023,Sim
10-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,17-04-2023,17-04-2023,Sim
10-04-2023,FON ,Lava E Seca,Midea,Brenno E Matheus,Concluído,0,19-04-2023,19-04-2023,Sim
11-04-2023,GB,Fritadeira,Midea,Thiago,Concluído,0,13-04-2023,14-04-2023,Sim
11-04-2023,FB,Microondas,Panasonic,Matheus Leite,Concluído,0,19-04-2023,19-04-2023,Sim
11-04-2022,GB,Robo,Midea,Matheus Rosa,Concluído,17-04-2023,18-04-2023,20-04-2023,Sim
11-04-2023,GB,Robo,Wap,Metheus Rosa,Concluído,14-04-2023,14-04-2023,24-04-2023,Sim
11-04-2023,FB,Robo,Wap,0,0,0,0,0,0
11-04-2023,FON,Cooktop,Panasonic,Robson / Cvg,Sem Conserto,0,0,10-10-2023,Não
11-04-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,12-04-2023,12-04-2023,Sim
11-04-2023,GS,Lava E Seca,Midea,Matheus/Brenno,Concluído,0,18-04-2023,18-04-2023,Sim
11-04-2023,GB,Robo,Wap,Matheus Rosa,Concluído,14-04-2023,17-04-2023,25-04-2023,Sim
11-04-2023,FON ,Lavadora,Panasonic,Cvg,Concluído,0,12-04-2023,12-04-2023,Sim
12-04-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,12-04-2023,12-04-2023,Sim
12-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,19-04-2023,19-04-2023,Sim
12-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,0,12-04-2023,12-04-2023,Sim
12-04-2023,FB,Robo,Liectroux,Thiago/Robson,Sem Conserto,0,0,29-08-2023,Não
12-04-2023,GB,Aspirador De Pó,Wap,Thiago,Concluído,18-04-2023,19-04-2023,20-04-2023,Sim
12-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,03-05-2023,04-05-2023,04-05-2023,Sim
12-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,28-04-2023,28-04-2023,Sim
12-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,01-05-2023,01-05-2023,Sim
13-04-2023,GB,Robo,Wap,0,0,0,0,0,0
13-04-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,14-04-2023,14-04-2023,Sim
13-04-2023,GB,Robo,Wap,Thiago,Concluído,18-04-2023,19-04-2023,27-04-2023,Sim
13-04-2023,GB ,Micro-Ondas,Midea,Matheus Leite,Concluído,0,17-04-2023,20-04-2023,Sim
13-04-2023,GS,Robo,Wap,Matheus Leite,Concluído,0,25-04-2023,01-06-2023,Sim
13-04-2023,FON,Lava E Seca,Midea,Cvg,Avaliação,0,0,17-04-2023,Não
14-04-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,17-04-2023,17-04-2023,Sim
14-04-2023,FB,Robo,Wap,Matheus Leit/Matheus Ro,Concluído,0,28-04-2023,05-05-2023,Sim
17-04-2023,FON,Lava E Seca,Midea,0,Cancelada,0,0,02-06-2023,Não
17-04-2023,FON,Ar Condicionado,Midea,Cvg,Concluído,0,11-07-2023,12-07-2023,Sim
17-04-2023,GON ,Lavadora De Roupas,Panasonic,Cvg,Concluído,0,25-04-2023,25-04-2023,Sim
17-04-2023,GB,Ar Condicionado,Midea,Brenno,Concluído,03-05-2023,08-05-2023,12-05-2023,Sim
17-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,19-04-2023,19-04-2023,Sim
17-04-2023,FB ,Robo,Midea,Thiago,Concluído,0,08-05-2023,10-05-2023,Sim
17-04-2023,GON,Lavadora,Panasonic,Brenno E Maheus,Concluído,0,20-04-2023,20-04-2023,Não
17-04-2023,GB,Robo,Wap,Thiago/Matheus Leite,Concluído,26-04-2023,27-04-2023,05-05-2023,Sim
17-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,24-04-2023,24-04-2023,Sim
17-04-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,24-04-2023,24-04-2023,Sim
18-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,20-04-2023,20-04-2023,Sim
18-04-2023,FB,Robo,Wap,Matheus Leite,Concluído,0,04-05-2023,12-05-2023,Sim
18-04-2023,GON ,Refrigerador,Panasonic,"Cvg, Brenno E Robson",Concluído,0,01-06-2023,01-06-2023,Sim
18-04-2023,FON ,Lava E Seca,Midea,Brenno / Matheus L,Concluído,0,27-04-2023,27-04-2023,Sim
18-04-2023,FB,Robo,Wap,Matheus Leite,Cancelado,0,0,0,Não
18-04-2023,GON ,Lavadora De Roupas,Panasonic,Cvg,Concluído,02-05-2023,08-05-2023,08-05-2023,Sim
19-04-2023,FB,Micro-Ondas,Panasonic,Matheus Leite,Sem Conserto,0,0,0,Não
19-04-2023,FON ,Lavadora,Panasonic,0,Cancelado,0,0,08-05-2023,Não
19-04-2023,GB,Robo,Wap,Thiago,Concluído,27-04-2023,28-04-2023,05-05-2023,Sim
19-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,02-05-2023,04-05-2023,04-05-2023,Sim
19-04-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,27-04-2023,27-04-2023,Sim
19-04-2023,FON,Ar Condicionado,0,0,Cancelado,0,0,10-07-2023,Não
20-04-2023,GON,Evaporadora Teto,Midea,0,Cancelado,0,0,20-04-2023,Não
20-04-2023,FON ,Lavadora,Panasonic,Matheus/Brenno,Concluído,0,20-04-2023,20-04-2023,Sim
24-04-2023,GS,Robo,Midea,Thiago,Concluído,0,27-04-2023,28-04-2023,Sim
24-04-2023,FB,Robo,Wap,Thiago,Concluído,0,08-05-2023,11-05-2023,Sim
24-04-2023,FB,Robo,Wap,Matheus Leite,Concluído,0,28-04-2023,24-05-2023,Sim
24-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,25-04-2023,25-04-2023,Sim
24-04-2024,GB,Lava Louças,Midea,0,Sem Conserto,0,0,04-05-2023,Não
24-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,25-04-2023,25-04-2023,Sim
24-04-2023,FB,Robo,Midea,Thiago,Concluído,0,28-04-2023,08-05-2023,Sim
24-04-2023,GB,Robo,Midea,Matheus Rosa,Ressarcimento,0,0,25-09-2023,Não
24-04-2023,GON ,Refrigerador,Panasonic,Cvg,Aberto Sat-27/04,0,0,0,0
25-04-2023,GB,Robo,Wap,Matheus Rosa,Concluído,02-05-2023,02-05-2023,11-05-2023,Sim
25-04-2023,GB,Fritadeira,Midea,Thiago,Troca,23-05-2023,0,24-05-2023,Troca
25-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,26-05-2023,26-05-2023,Sim
25-04-2023,GB,Fritadeira,Midea,Thiago,Concluído,0,25-04-2023,27-04-2023,Sim
25-04-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,31-05-2023,31-05-2023,Sim
26-04-2023,GB,Robo,Midea,Thiago,Concluído,08-05-2023,08-05-2023,10-05-2023,Sim
26-04-2023,FON,Refrigerador,Panasonic,Cvg / Robson / Brenno,Concluído,08-05-2023,10-05-2023,10-05-2023,Sim
26-04-2023,FB,Robo,Wap,Thiago,Concluído,0,08-05-2023,10-05-2023,Sim
26-04-2023,FB,Aspirador,Midea,Thiago,Concluído,0,05-05-2023,09-05-2023,Sim
26-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,0,02-05-2023,02-05-2023,Sim
26-04-2023,GS,Lava E Seca,Midea,Cvg,Concluído,0,03-05-2023,03-05-2023,Sim
27-04-2023,GS,Refrigerador,Panasonic,Cvg,Concluído,0,19-05-2023,19-05-2023,Sim
27-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,28-04-2023,28-04-2023,Sim
27-04-2023,FB,Aspirador,Midea,Robson/Thiago,Concluído,0,27-04-2023,16-05-2023,Sim
27-04-2023,FON ,Lavadora,Panasonic,Cvg,Concluído,0,28-04-2023,28-04-2023,0
27-04-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,02-05-2023,02-05-2023,Sim
27-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,16-06-2023,16-06-2023,Sim
28-04-2023,FB,Robo,Wap,Thiago,Concluído,0,08-05-2023,24-05-2023,Sim
28-04-2023,GS,Robo,Wap,Matheus Rosa,Concluído,0,09-05-2023,15-05-2023,Sim
28-04-2023,GB,Aspirador,Wap,Thiago,0,0,0,08-05-2023,Não
28-04-2023,FB,Robo,Wap,Matheus,Concluído,0,08-05-2023,10-05-2023,Sim
28-04-2023,GB,Microondas,Midea,Thiago,Concluído,0,06-06-2023,16-06-2023,Sim
28-04-2023,GB,Microondas,Midea,Robson/Thiago,Concluído,23-05-2023,24-05-2023,02-06-2023,Sim
28-04-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,08-05-2023,01-05-2023,01-05-2023,Sim
02-05-2023,FON,Secadora,Electrolux,Robson/Breno,Concluído,0,15-05-2023,15-05-2023,Sim
02-05-2023,FB,Aspirador,Midea,Thiago,Concluído,0,08-05-2023,16-05-2023,Sim
02-05-2023,FB,Aspirador,Midea,Thiago,Concluído,0,04-05-2023,04-05-2023,04/05/2023
02-05-2023,FB,Aspirador,Wap,Thiago,Sem Conserto,0,0,05-05-2023,Não
02-04-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,03-05-2023,03-05-2023,Sim
02-05-2023,GB,Microondas,Midea,Matheus Leite,Concluído,0,03-05-2023,08-05-2023,Sim
02-04-2023,FB,Robo,Midea,Thiago,Concluído,0,09-05-2023,12-05-2023,Sim
02-05-2023,GB,Aspirador,Midea,Thiago,Concluído,0,10-05-2023,12-05-2023,Sim
02-05-2023,FON ,Lavadora,Panasonic,Robson,Concluído,0,05-05-2023,05-05-2023,Sim
02-05-2023,FON,Cooktop,Panasonic,Robson,Concluído,0,26-05-2023,26-05-2023,Sim
02-05-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,03-05-2023,03-05-2023,Sim
03-05-2023,FON,Refrigerador,Panasonic,Robson/Brenno,Concluído,0,11-05-2023,11-05-2023,Sim
03-05-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,26-05-2023,0,18-10-2023,Não
03-04-2023,GON ,Lavadora,Panasonic,Robson,Concluído,0,03-05-2023,03-05-2023,Sim
03-04-2023,FON ,Refrigerador,Panasonic,Cvg,Concluído,0,05-05-2023,05-05-2023,Sim
03-05-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,0,04-05-2023,04-05-2023,Sim
03-05-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,22-05-2023,30-05-2023,31-05-2023,Sim
03-05-2023,GB ,Robo,Wap,Thiago,Concluído,09-05-2023,09-05-2023,17-05-2023,Sim
03-05-2023,GS,Refrigerador,Panasonic,Cvg,Concluído,0,17-05-2023,17-05-2023,Sim
03-05-2023,FB ,Robo,Midea,Thiago,0,0,0,09-05-2023,Não
04-05-2023,GB,Robo,Wap,Thiago,Concluído,09-05-2023,09-05-2023,12-05-2023,Sim
04-05-2023,GB,Robo,Wap,Thiago,Concluído,09-05-2023,10-05-2023,17-05-2023,Sim
04-05-2023,GB ,Robo,Wap,Thiago,Concluído,09-05-2023,10-05-2023,12-05-2023,Sim
04-05-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,15-05-2023,19-05-2023,19-05-2023,Sim
04-05-2023,GS,Purificador,Midea,Robson,Sim Defeito,0,24-05-2023,24-05-2023,Não
04-05-2023,FB,Robo,Wap,Thiago/Matheus Rosa,Concluído,0,08-05-2023,15-05-2023,Sim
04-05-2023,GON ,Lavadora,Panasonic,Cvg,Garantia Negada,0,0,11-05-2023,Não
04-05-2023,GON ,Lavadora,Panasonic,"Robson, Brenno E Cvg",Concluído,0,02-06-2023,02-06-2023,Sim
04-05-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,12-05-2023,12-05-2023,Sim
05-05-2023,GON,Robo,Wap,Thiago/Matheus Rosa,Concluído,09-05-2023,09-05-2023,12-05-2023,Sim
05-05-2023,GON,Lavadora,Panasonic,Cvg,Concluído,12-05-2023,19-05-2023,19-05-2023,Sim
05-05-2023,FB,Robo,Wap,Thiago/Matheus Rosa,Concluído,0,09-05-2023,18-05-2023,Sim
05-04-2023,FB ,Robo,Wap,Thiago,Concluído,0,11-05-2023,11-05-2023,Sim
05-05-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,16-05-2023,19-05-2023,02-06-2023,Sim
05-05-2023,GB ,Robo,Midea,Thiago/Matheus Rosa,Concluído,15-05-2023,16-05-2023,19-05-2023,Sim
05-05-2023,GB,Robo,Midea,Thiago,Ressarcimento,0,0,17-10-2023,Não
05-05-2023,GB,Aspirador,Midea,Thiago,Concluído,11-05-2023,12-05-2023,24-05-2023,Sim
05-05-2023,GON,Lavadora,Panasonic,Cvg,Concluído,15-05-2023,16-05-2023,16-05-2023,Sim
08-05-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,15-05-2023,16-05-2023,16-05-2026,Sim
08-05-2023,FB,Lavadora,Panasonic,Brenno,Concluído,0,10-05-2023,11-05-2023,Sim
08-05-2023,FB,Robo,Wap,Thiago,Concluído,0,11-05-2023,16-05-2023,Sim
08-05-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,22-05-2023,26-05-2023,26-05-2023,Sim
08-05-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,09-05-2023,09-05-2023,Sim
08-05-2023,GON ,Refrigerador,Panasonic,0,Cancelado,0,0,11-05-2023,Não
09-05-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,22-05-2023,26-05-2023,26-05-2023,Sim
09-05-2023,GB,Fritadeira,Midea,Thiago,Concluído,16-05-2023,18-05-2023,22-05-2023,Sim
09-05-2023,FON,Refrigerador,Panasonic,0,Cancelado,0,0,09-05-2023,Não
09-05-2023,GB,Robo,Wap,Thiago/Matheus Rosa,Concluído,12-05-2023,12-05-2023,17-05-2023,Sim
10-05-2023,FB,Robo,Wap,0,0,0,0,0,0
10-05-2023,FB,Aspirador,Midea,Matheus,Concluído,0,18-05-2023,22-05-2023,Sim
10-05-2023,GON ,Lavadora,Panasonic,Cvg,Concluído,0,11-05-2023,11-05-2023,Sim
10-05-2023,GON,Aspirador,Wap,Thiago,Concluído,18-05-2023,30-05-2023,02-06-2023,Sim
10-05-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,11-05-2023,Não
10-05-2023,FB,Robo,Wap,Thiago/Matheus Rosa,Concluído,0,15-05-2023,17-05-2023,Sim
10-05-2023,GB,Robo,Wap,Thiago,Concluído,16-05-2023,17-05-2023,22-05-2023,Sim
10-05-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,22-05-2023,30-05-2023,30-05-2023,Sim
11-05-2023,GB,Microondas,Midea,Thiago,Concluído,0,06-06-2023,15-06-2023,Sim
11-05-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,0,16-05-2023,18-05-2023,Sim
11-05-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,11-05-2023,11-05-2023,Sim
11-05-2023,GB,Robo,Wap,Matheus R /Thiago,Concluído,0,0,24-05-2023,Sim
11-05-2023,FON ,Lava E Seca,Midea,Breno,Concluído,0,25-04-2023,25-04-2023,Sim
11-05-2023,FB,Robo,Wap,Thiago,Concluído,0,16-05-2023,19-05-2023,Sim
11-05-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,22-05-2023,23-05-2023,25-05-2023,Sim
11-05-2023,FB,Microondas,Midea,Thiago,Concluído,0,30-05-2023,31-05-2023,Sim
